time,DJ,DJint_1,DJint_2,Fy_top,J,external_work,fracture_energy,kinetic_energy,max_disp_y,strain_energy
0,0,0,0,0,0,0,0,0,0,0
0.05,-6.2281885741674e-13,-6.2281886733465e-13,9.9179081262753e-21,15.4258723085,-8.8895625598482e-13,0.00015425347613101,0,0.0007085567152883,5e-06,0.00014490484195471
0.1,-1.0958721271561e-12,-2.2272242508397e-12,1.1313521236836e-12,36.288444849149,-4.3891119825594e-12,0.00051709109914953,0,0.00073131373944294,1e-05,0.00052452018932223
0.15,3.3217858812612e-12,-4.4473554240622e-12,7.7691413053234e-12,54.589138868252,-5.056139087598e-12,0.0010628503121606,0,0.0008379217973738,1.5e-05,0.0010190036342512
0.2,1.1756826125688e-11,-1.524540368757e-11,2.7002229813258e-11,69.359464455643,4.3356760052977e-12,0.0017562337055263,0,0.0010957655041501,2e-05,0.001520640240971
0.25,9.6793551751671e-12,-4.2874175672399e-11,5.2553530847566e-11,80.165257091212,1.5607472010349e-11,0.0025576505599232,0,0.0015178643219144,2.5e-05,0.0019872312933746
0.3,-1.1409965387684e-11,-7.570391602279e-11,6.4293950635106e-11,87.140290515852,7.2534736633115e-12,0.0034288375270373,0,0.0020512725013445,3e-05,0.0024348174344806
0.35,-3.9198689044886e-11,-8.273050576172e-11,4.3531816716834e-11,90.88873816484,-3.0931219879241e-11,0.0043375266514803,0,0.0026159141313115,3.5e-05,0.0028919828715888
0.4,-5.1754931124804e-11,-3.8715733798132e-11,-1.3039197326672e-11,92.305497227237,-8.3352326268589e-11,0.0052603795300962,0,0.0031539813623587,4e-05,0.0033650550792154
0.45,-3.9405503225984e-11,5.365169213848e-11,-9.3057195364465e-11,92.362400823514,-1.2225832432073e-10,0.006183799945625,0,0.0036494136038676,4.5e-05,0.0038399528858707
0.5,-1.0543227166424e-11,1.6528395976368e-10,-1.7582718693011e-10,91.91243324567,-1.3229701841953e-10,0.0071027439819282,0,0.0041128617189028,5e-05,0.0043049039243531
0.55,1.8998375196302e-11,2.6013125402108e-10,-2.4113287882478e-10,91.554380496104,-1.2151242582666e-10,0.0080181400816359,0,0.0045581519738432,5.5e-05,0.0047631797335337
0.6,3.7783508973148e-11,3.1659194006889e-10,-2.7880843109574e-10,91.580603459686,-1.124981302504e-10,0.0089338082640781,0,0.0049936690298498,6e-05,0.0052250233943739
